"primary_project","project_id",stream,"stream_id"
"IDIMDFBB_mdf_bt_phonecall_manager_nis",12971,"IDIMDFBB_mdf_bt_phonecall_manager_nis_linux_host_proxy",12187
"10022222_FORD_PODS_GEN2_SDPS",12989,"10022222_FORD_PODS_GEN2_SDPS_Jenkins",12198
"10031663_SGM_358_HWA",12487,"10031663_SGM_358_HWA_GSZ",12200
"IDIMDFBB_mdf_bt_pbook_db_nis",12974,"IDIMDFBB_mdf_bt_pbook_db_nis_linux_host",12188
"10032114_01_MY2021_BMW_SRR5_ECU",12991,"10032114_01_MY2021_BMW_SRR5_ECU_C",12199
"IDIMDFBB_mdf_bt_power_moding_nis",12976,"IDIMDFBB_mdf_bt_power_moding_nis_linux_host",12189
"10032229_MY20_Geely_DSS_VIP",13004,"10032229_MY20_Geely_DSS_VIP_all",12209
DABTUNER,12027,"DABTUNER_IHUP",12201
"IDIMDFBB_vpd_control_interface",12979,"IDIMDFBB_vpd_control_interface_linux_host",12191
"10030970_CT150",12608,"10030970_CT150_MISRA_2012",12202
"10031303_F360RadarTracker_Renault",12952,"10031303_F360RadarTracker_Renault_2",12193
"10031452_Project_Phoenix_MTC",12093,"10031452_Project_Phoenix_MTC_DFC_Demo_MISRA",12210
"20160328_01_360Tracker",12982,"20160328_01_360Tracker_slTestVsProj",12194
"10031831_GWM_V3",12996,"10031831_GWM_V3_VIP",12203
"10031364_VCM_OTA_initial",12998,"10031364_VCM_OTA_initial_cov",12204
"10031303_F360RadarTracker_Renault",12952,"10031303_F360RadarTracker_Renault_3",12205
"10032114_01_MY2021_BMW_SRR5_ECU",12991,"10032114_01_MY2021_BMW_SRR5_ECU_Jenkins",12206
"10032114_MY2021_BMW_SRR5_ECU_Jenkins",13007,"10032114_MY2021_BMW_SRR5_ECU_Jenkins_C",12211
"10032229_MY20_Geely_DSS_HKP",13001,"10032229_MY20_Geely_DSS_HKP_ALL",12207
"10030150_FIAT_FL139BT",11465,"10030150_FIAT_FL139BT_HMI",12221
"IDIMDFBB_mdf_vui_manager_cnhi",12232,"IDIMDFBB_mdf_vui_manager_cnhi_qnx_target",12208
"10031729_MY19_CNHi_NIS",12275,"10031729_MY19_CNHi_NIS_linux_host",12212
"10024823_MT92P1",10425,"10024823_MT92P1_4CYL_T3_BSTK_NA_LO2",12213
"10031595_MY21_Ford_DAT_SRR_S",12186,"10031595_MY21_Ford_DAT_SRR_S_sjj",12222
"10031789_MT92p1E",12572,"10031789_MT92p1E_4CYL_T3_BSTK_VAC_LO2_CVVL",12214
"10031411_BMW_ADCAM_MID_ECU",12860,"10031411_BMW_ADCAM_MID_ECU_devel",12215
"10032160_APC_SGM_K358_HWA_MRR3s_MY2020",13012,"10032160_APC_SGM_K358_HWA_MRR3s_MY2020_Stream",12216
"10030815_cc0818aa",11259,"10030815_cc0818aa_GEM_ap_cpp",12217
"10031691_HKMC_SRR3",13019,"10031691_HKMC_SRR3_Initial",12223
"10030815_SGM_ICI2_ANDROID",11726,"10030815_SGM_ICI2_ANDROID_GEM_cpp",12218
"002015651_FORD_ADAS_DAT",12790,"002015651_FORD_ADAS_DAT_AC",12219
"10030500_JLR",11857,"10030500_JLR 1",12220
"10031237_SGM_LNGI_DEV_g1ub_my18_coverity_ap_",12009,"10031237_SGM_LNGI_DEV_g1ub_my18_coverity_ap",11392
"10030815_cc0818aa",11259,"10030815_cc0818aa_k226_ap",11956
"10031716_SGM_K228_1_",12331,"10031716_SGM_K228_1",11650
"10030815_cc0818aa",11259,"10030815_cc0818aa_k226_cpp",12171
